id,rating_number,rating_text
9425,5,"Vanessa es una excelente profesora que, además de saber mucho sobre el tema, tiene un método de enseñanza muy efecitvo, por lo que logra que el estudiante entienda los temas a la perfección. Además, tiene la mejor disposición para resolver dudas (hasta en sus horarios fuera de clase). De las mejores, si no la mejor, opciones para ver APO I."
9426,5,"Jose es un gran profesor, un crack en lo que hace, se preocupa por todos en serio y si se lo pides te ayuda en todo lo que el pueda"
9427,1,Es una muy buena profesora y trata de hacer las clases dinamicas pero la verdad es que por ser un tema historico aveces no logra captar la atencion de los estudiantes
9428,4,"Adriana, a pesar de que logra un resultado interesante en los proyectos y un buen acercamiento a los textiles, en ocasiones es caprichosa y cerrada. La metodología que tiene con los totorales y la falta de acompañamiento puede que no sea la más adecuada."
9429,5,"La mejor profesora de inglés que he tenido. Organiza las clases super bien, es comprensiva, amable y respetuosa con los estudiantes. La clase es tan chevere y su metodología tan práctica que nadie retiró la materia y daba gusto ir a clase. Prepara siempre cada clase y aunque casi siempre deja tarea, suele ser ver videos de no más de cinco minutos y..."
9430,5,"excelente maestra, gran profesional"
9431,1,"Es una de las peores clases que he tomado. El man no se interesa por nada en su clase. Llega, se sienta y de ahí no lo para nadie. Mientras está ahí, pasa y pasa y pasa diapositivas. Pero adivinen qué, ¡son las peores diapositivas que he visto en mi vida! Tienen un mamotrejo de letra y letra chiquitica (obvio, si no, no le cabría), no ayudan para n..."
9432,4.5,"Paul es una excelente persona. Es un poco desordenado, no es muy claro cómo se lleva el curso hasta que se empieza el Hausarbeit, una mini tesis que hay que ir desarrollando a lo largo del semestre. En ese sentido es un curso exigente y que requiere, por tanto, bastante autonomía (si bien Paul siempre está dispuesto a ayudar)."
9433,4.3,"Mónica es una excelente profesora, muy clara en lo que explica, muy detallada y atenta a todas las dudas. Las clases son muy dinamicas y participativas. Pasar el curso es más dificil de lo que parece."
9434,4.1,"Si no eres historiador, ve a TODAS las clases y anota TODO lo que dice el man en cuanto a las obras y al contexto por que tienes que escribir TODO lo que dice en el parcial."
9435,5,"Incredible profesor, es apasionado por lo que enseña. No está interesado en rajar a los estudiantes y por eso da oportunidades de subir la nota y con demostrar que se entiende el tema es suficiente"
9436,4,"María Elsa es matemática, tal vez por ello algunas veces no sabe cómo transmitir todo su conocimiento y se pierde un poco al dar explicaciones. Sin embargo, si se está muy atento en clase (lo cual no es fácil debido al poco dinamismo que caracteriza sus clases), es posible aprender mucho. Suele hacer un repaso de lo visto en clases anteriores y no ..."
9437,5,Es un experto en los temas que dicta. Personalmente me sorprendió su lucidez con el manejo de una variedad sustancial de temas. Uno de los mejores profesores de la facultad
9438,4,"Julia es una profesora que sabe mucho del tema. Sin embargo, no lo transmite de la mejor manera, lo que hace la clase un poco tediosa y aburrida (más de lo que ya es). Cuando nadie responde, hace preguntas a un estudiante al azar y si responde mal, tiene puntos de participación negativos."
9439,1.5,"Es de las peores clases que he visto en toda mi carrera. Es increible que una clase como estas sea dictada en una de las mejores facultades del país. Juan Manuel exige mucho y realmente su clase no da ni para la mitad de esa exigencia. Tiene una nota de participación que, en mi criterio, es injusta y tiende a favorecer a quienes el prefiere. La mon..."
9440,5,Es una de las mejores profesoras que he tenido en la vida. Su fluidez al explicar el cálculo y su dominio del tema complementan una clase muy agradable y provechosa. Es una excelente persona y una profesora admirable.
9441,4,"Cesar es un buen profesor, se aprende bastante. Sin embargo, al ser ""blended"" (y solo una clase semanal) la mayoría de los trabajos y tareas son bastante tediosos. No le recomendaría meter con Cesar si no está pendiente de Sicua para quices y actividades todas las semanas."
9442,5,Sencillamente una profesora INCREÍBLE.
9443,5,"Grande como persona, excelente profesor, recomendado al 100%, hace que las clases sean muy divertidas y a la vez sales del salón con mucha información interesante aparte de lo que viene en el programa"
9444,4.5,Es una muy buena persona y ayuda mucho al estudiante a concentrarse en las cosas esenciales a la hora de dar un discurso o debatir. Se esfuerza por hacer de la clase lo más didáctico posible para que sus estudiantes estén siempre atentos y quieran ir y participar en clase. Es muy buena profesora y es atenta con sus estudiantes. Además la monitora siempre es muy buena.
9445,2,"Es bueno explicando, pero se extiende en los temas más de lo necesario (a veces explica cosas que ni siquiera aparecen en el programa de cálculo). Además, siempre está atrasado respecto al programa. Este semestre la clase iba atrasada dos semanas. También deja talleres que, a pesar de ayudar a preparar bien los parciales, son larguísimos. Lo peor d..."
9446,5,"Muy buena profesora, se preocupa por el trabajo de los estudiantes, hace revisiones específicas alumno por alumno, tiene una buena actitud en clase, califica justo, una persona tranquila, ordenada y dedicada."
9447,4,Pros: La forma de dictar la clase es muy interesante
9448,4,"La clase de Lilia es una clase decente. No creo que sea excelente, porque le falta estructura. Es decir, se pierde tiempo en historias de casos de familia y puede hacer falta ahondar en lo conceptual. Sin embargo, uno termina aprendiendo porque hay que estudiar para los parciales y demás trabajos. Además ella manda buenos resúmenes de los temas y s..."
9449,4.6,"En general, la metodología de Robinson es la mejor para entender la hermenéutica. Sumado a esto, es una base importante para el examen de ciclo de la facultad."
9450,4.1,"En general es buena profesora y es muy atenta a las dudas, se preocupa por que aprendan los estudiantes y hace la clase muy amena contando chistes y siendo carismática."
9451,2,"Manuel es una persona con muy buenas intenciones, pero muy mala ejecución. Siempre dice querer mejorar la clase, pero los problemas persisten semestre tras semestre: llega tarde, la calificación es un poco arbitraria (aunque pone notas altas entonces nadie se queja), explica poco e incompleto, es muy terco e intransigente. Al finalizar la clase es ..."
9452,3.6,"Miguel usualmente no sabe como explicar los temas a los estudiantes, a pesar de esto sabe mucho de referentes y esto ayuda mucho a que los estudiantes puedan trabajar mejor."
9453,4.7,"Faridy es una madre en su más puro significado: es muy atenta con sus estudiantes, trata de que todos aprueben, trata de que sus trabajos sean interactivos y no aburridos y prepara muy bien a sus estudiantes para los parciales diciendo que ""quiere que todos pasen""."
9454,5,"Al principio de la clase fue un poco ausente debido a otros compromisos laborales, sin embargo, se encargaba de llevar buenos profesores suplentes que dictaran los temas necesarios. Es un excelente profesor y todos los contenidos básicos necesarios sobre relaciones laborales se aprenden. "
9455,4.3,"Camila es una muy buena profesora, y hace que la clase no sea aburrida. Es muy amable y chistosa. Los parciales se basan en lo que dice en clase."
9456,5,Pros: Amable
9457,5,"Domina los temas increíblemente bien. Es muy amable con los estudiantes. Uno de los mejores profesores en el departamento, sin duda."
9458,5,"Su clase es realmente amena, sabe enseñar sus temas. Sus parciales son un poco específicos, pero acorde a lo que enseñó. Es muy respetuosa y agradable."
9459,1.6,"Cuando quiere explicar bien lo hace, pero de lo contrario es muy grosero y despectivo, hace comentarios fuera de lugar, se irrita con excesiva facilidad tiene problemas de ira. No entrega las notas en los tiempos establecidos y califica excesivamente duro los parciales. Tiende a tener preferencias y no es imparcial, no metan con él."
9460,5,Carlos es uno de los mejores profesores que he tenido en la universidad. Maneja perfectamente todos los temas del curso y se nota que prepara las clases con ejercicios pertinentes para cada tema. 
9461,4.5,"Sabe mucho, explica todo detalladamente hasta que lo entiendan todos, es una mama, y de eso habla todo el tiempo, sale con cosas extrañas, me decomiso celular jaja y nos puso a saltar para despertarnos, la verdad era como un relajo a mitad de semana. sus videos y lecturas son en ingles y hace quiz."
9462,4.5,"El profesor es muy bueno. Sabe mucho pero explica muy rápido para acabar las clases temprano. Tiene mucha experiencia de trabajo y nos expone casos de la vida real que él ha vivido. Algunas clases las dicta el monitor en vez de el. Hace quices sorpresa cuando alguien responde algo mal o cuando pocas personas van a la clase. Es muy exigente, garantizado un buen proyecto de ExpoAndes."
9463,5,"Juan Camilo es el mejor profesor con el que tuve la oportunidad de tener clase. Ademas de que realmente es una persona que sabe muchísimo de los temas que enseña, se esfuerza por hacer que veamos las cosas en la realidad y no solo en los libros. No busca que pensemos solo como robots y apliquemos formulas matemáticas sino que entendamos las implica..."
9464,1.5,"Andrea sabe del tema y hace buenas explicaciones, sin embargo hace que uno le coja fastidio a la materia con su constante mal genio y mala actitud, no acepta otras formas de solucion, si no es la que ella enseña esta mal"
9465,5,Lina es una muy buena profesora. Los temas son muy útiles e interesantes. Sabe mucho del tema y hace ejercicios en clase que ayudan a entender los conceptos. No sube las diapositivas entonces hay que prestar atención y tomar apuntes.
9466,3,"He visto dos cursos con el y en ambos tengo la misma opinion, es un profesor que le hace falta pedagogia. Se concentra demasiado en las demostraciones teoricas que poco son aplicables en los examenes. La clase es muy aburrida y monotona. Recomiendo hacerse en los primeros puestos para aprender algo de lo contrario es muy facil desconcentrarse o dor..."
9467,1,"Es pésima. No se le entiende nada, y uno no aprende nada"
9468,2,"Un profesor egosentrico, grosero, que deja que su ego se le suba a la cabeza, no sabe como tratar a los estudiantes. En la clase uno se siente oprimido, le da miedo preguntar ya que Andres lo hara sentir como si no valeria nada. Si quieren tener un buen semestre y aprender no metan con el. no le importan sus estudiantes y la clase es muy tensionante"
9469,4,"Es muy muy querido! El man es un bacán y quiere que sus estudiantes aprendan más que cualquier cosa, por lo cual sus parciales son fáciles y sus talleres son muy logrables. Hay varias entregas en el semestre pero no quitan mucho tiempo pues todo es en grupos de 5 o 6 personas. Las clases son aburridas y toma asistencia, pero usualmente termina temp..."
9470,5,"Muy buen profeso, domina mucho el tema del curso y se nota que le gusta enseñar. Al principio va lento para que todo el mundo entienda y tenga los conceptos claros y luego le gusta pasar los temas rapido."
9471,5,"Explica claro, es amable y uno aprende mucho. Se puede dejar la magistral muuuy alta sin necesidad de matarse. Basta ir a clase y poner un mínimo de atención"
9472,1.5,La peor profesora de Francés. 
9473,2.5,La clase no es entretenida pues se usan muchas diapositivas. Es un poco resentido y suele ponerse de mal humor
9474,4.8,"Hernán es un gran profesor: es apasionado, tiene mucha experiencia y es estricto pero no tira a matar. A pesar de que habla rápido, todo lo que explica queda muy claro al final porque repite los conceptos a lo largo del semestre. Hace énfasis en enseñar a través de ejemplos, en especial después del primer módulo del curso, lo cual me parece importa..."
9475,5,ES LO MÁXIMO!!!!! Excelente profesor y persona. Al ser joven es super comprensivo y es super flexible con las notas! Lo recomiendo 500% es super facil la clase y es super entretenida!!!
9476,4.1,"A pesar de lo que todos dicen, a mi Rafael me pareció muy buen profesor. Explica muy bien con toda la paciencia del mundo pero puede que al final del curso no haya explicado todo lo que se tenia que ver. Es muy querido y trata de dar ejemplos de lo visto en clase por medio de su experiencia."
9477,5,"Muy buena profesora, sus clases son muy entretenidas, se aprende muchísimo y pone ejercicios muy chéveres. Se nota que le preocupa mucho mantener la motivación entre los estudiantes incluso más que la nota."
9478,4.3,"Santiago es un gran profesor, hace muy entretenidas las clases sobretodo porque se esfuerza en salirse de lo convencional y del método escuelero. Da lecturas bastante interesantes pero un poco largas. Puede ser flexible con las notas y sobretodo con los plazos si así lo considera. Se nota la pasión por los temas tratados y lasabe transmitir a los estudiantes."
9479,4.5,"Paula es una muy buena profesora a pesar de que puede llegar a complicarse y confundirse en medio de las explicaciones. Sin embargo, ella califica justamente y da demasiados bonos que pueden llegar a salvarle la materia a muchas personas o que pueden llegar a eximir de trabajos finales. Si uno muestra interés y dedicación en su clase, no debería dar problema alguno."
9480,5,"La mejor clase que he visto. Es muy querida. Muy clara. Ejerce el Derecho Procesal. Las clases son interesantes. Ella le pone mucho empeño. La monitora es muy atenta y competente para el cargo. Se aprende muchísimo, muy bien, con mucha profundidad el derecho procesal. La mejor clase que he visto en la carrera."
9481,4,"El profesor explica bien, no es muy exigente ni en parciales ni en entregas aunque no se aprende mucho en general."
9482,4.7,"¡Fue divina! Ahhh, yo en verdad amé esa clase. Nos ponía videos, las presentaciones eran interesantes, hacía que los temas aburridos fueran hasta buenos. Y ponía trabajos geniales."
9483,4.8,"Muy buena profesora y un amor de persona, se preocupa no solo porque los estudiantes entiendan sino que también busca que sus clases sean entretenidas y diferentes, hace muchos juegos en clase que ayudan a que dominemos los conceptos a la vez que hace la clase mucho mas dinámica, se nota que le gusta lo que hace aunque a veces puede dejar actividades extra clase pero suelen ser cosas muy cortas."
9484,5,"Es muy buena explicando los temas. Deja auto aprendizaje de tarea para poder entender bien los temas, y tiene muchos tutoriales que explican cómo hacer las cosas. Los parciales son bastante largos pero van acorde con lo aprendido."
9485,5,"Excelente profesora. Sumamente esquemática y conceptual con la forma de enseñar, pero sin duda, al asistir a la clase, y habiendo revisado el material que a uno le designan para cada sesión, se aprende en un 100%. De hecho, los parciales en efecto reflejan todos los temas tratados (ni uno más ni uno menos), y uno termina aprendiendo bastante de exc..."
9486,5,"Excelente profesor, muy querido, explica bien y tiene las mejores diapositivas de la historia de Proba II. Muy recomendado."
9487,4.4,"Es una profesora que le importa que sus estudiantes aprendan, sabe demasiado del tema, y se apasiona por explicarlo"
9488,3.7,Es una muy buena persona y la clase es facil pero a veces puede ser aburrida.
9489,1.5,"Luis Carlos es un profesor que hace lo que se le antoja con su clase de complementaria. Los quices muchas veces incluyen preguntas de filosofía que se pueden cambiar por las de calculo vectorial, pero terminan siendo las únicas que se pueden responder de todo el quiz. Es completamente rosquero, sólo ayuda a algunas personas del salon, inclusive en ..."
9490,5,"De los mejores profesores que he tenido hasta el momento. Realmente le interesa que aprendas, aporta cosas increíble a tu aprendizaje tanto a en la primera como en la segunda parte. Deja enseñanzas demasiado valiosas y no cierra las puertas de su oficina a que le preguntes aún después de haber salido de la clase. Fue inspirador y revelador este Estudio visto con el y Annelie."
9491,4.5,"Es buena profesora y da a los temas un sentido interdisciplinario. El curso en general es llevadero. Sin embargo, hay que asistir a clase y realizar todas las actividades que suelen ser en grupo. Ella le gusta analizar la mayoría de las lecturas y generar discusión por lo que puede ser interesante si le gusta la clase."
9492,4,"Es muy buena profesora, sin embargo, a veces se vuelve tan escuelera que uno termina con cierto fastidio a la clase. Sin embargo, los ejemplos de clase son sustancialmente mas faciles que las tareas."
9493,4,"Pros: Tiene mucho conocimiento en el tema y sus clases están muy bien estructuradas así como el programa,"
9494,5,Es muy bueno explicando y está muy pendiente de que los estudiantes entiendan. Excelente disposición y disponibilidad de horario para solucionar dudas fuera de clase.
9495,4.5,"Laura fue mi profesora de introduccion y a mi modo de ver si manejaba los temas, de hecho se me hace que sabia mucha y fue una buena profesora para introduccion, me hizo apegarme mucho mas a mi carrera"
9496,4,"Valeria es muy buena profesora, si vas a clase y pones atención seguro te va bien. No deja tareas, la mayoria de las actividades son en clase. Es clara con los porcentajes."
9497,4.6,"Christian es una muy buena persona, es exigente pero muy colaborador en todo el proceso. Siempre trata de dar la mayor cantidad de ayudas posibles y le pone muy buena actitud a la clase. Es alguien muy agradable."
9498,4.5,"Natalia es una excelente profesora, le apasiona su clase y le contagia esa emoción a los estudiantes. Es clara en sus explicaciones, cubre los temas necesarios para comprender el derecho constitucional y complementa la teoría con ejemplos reales que se han visto en Colombia."
9499,4.5,"Ví el CBU de Color en todas sus dimensiones y me paretic muy interesante, se requiere en algunas ocaciones de mucho tiempo para realizar los ejercicios pues son un poco más manuales y en grupo, creo que la materia seria más amena para alguien que este familiarizado en este campo. Se puede dejar la materia alta si se trabaja y si se tiene un buen grupo (que son de 4 y al azar entre toda la clase)."
9500,3.6,"Clases muy monótonas y aburridas, sin embargo sabe del tema y ayudan mucho las diapositivas, parciales fáciles pero toca estar presente en la mayoría de las clases ya que pregunta sobre vídeos que pone."
9501,4,"Me pareció muy buen profesor, no regala nota ni regala los parciales, pero se preocupa por explicar bien cada tema. Hace como 5 quices a lo largo del semestre y pesan mucho en la definitva, importante prepararlos."
9502,2.4,"Este profesor tiene un modelo de enseñanza muy monótono, deja bastantes lecturas que al final se vuelven tediosas y que haya un quiz cada semana solo ayuda a perder la motivación por asistir a la clase. Deja 6 talleres a lo largo del semestre bastante largos y alrededor de 1 lectura por semana. Es posible dejar la nota alta pero requiere bastante esfuerzo."
9503,3,"Oscar es un profesor que enseña lo básico, hace muchos talleres de cada tema y no se complica con la teoría. Considero que no es la mejor opción para ver planeación, porque es un curso que requiere de buenas bases desde el inicio y Oscar no exponía detalladamente, sino que llenaba Excel. A mi parecer, los parciales no tenían mucha relación con los ..."
9504,5,"Es un muy buen profesor. Es muy amable y hace la clase entretenida. De vez en cuando hace experimentos muy entretenidos. El primer parcial es fácil y el segundo también si se presta atención en clase. Se hacen varios ejercicios en clase que no están en las presentaciones que sube, entonces hay que tomar apuntes."
9505,4.4,"La clase es buena, uno aprende mucho ya queel maneja muy buenos ejemplos y explica muy bien"
9506,4.3,"Este profesor fue asistente de la clase de Inteligencia de Negocios, más conocida como BI. Siempre fue extremadamente pendiente de los estudiantes y sabía los temas con claridad."
9507,4.5,"Margarita es una profe muy divertida y amable, se esfuerza porque entendamos los temas y no tiene problema en responder preguntas. En el curso realmente sentí que nos introdujo a lo que es la ingeniería ambiental y los cursos que se van a ver más adelante en la carrera. En Expoandes si desde el principio lo pone a trabajar a uno, por lo que puede ser un poco cansón."
9508,4.8,"Es una profesora que enseña muy bien, los temas los explica con mucha claridad y está al tanto de responder cualquier duda o inquietud. Es una persona muy amable y está dispuesta a ayudar. La recomiendo mucho."
9509,5,"Es el mejor profesor del mundo. Es demasiado chistoso y sus clases son muy agradables, siempre cuenta historias de su vida super interesantes. Califica muy suave."
9510,1.5,El único profesor que me “la ha montado” en mis 6 semestres en uniandes. Pésimo.
9511,2,Con este profesor puedes llevarte una almohada a clase y la disfrutas mucho
9512,4,"Daniel es un buen profesor, se puede aprender muchísimo de él y hace muy interesante la clase. Sin embargo, algunas veces puede ser muy subjetivo calificando y en general la clase es subjetiva. Responde dudas de los estudiantes y explica todas las temáticas de manera clara. Daniel forma relaciones con los estudiantes porque en casos actúa como uno ..."
9513,1.5,"ES LA PEOR PROFESORA que he tenido en toda la universidad, su falta de compromiso con la clase es evidente ya que se pierde en todas sus explicaciones llega tarde a todas las clases, habla de temas de políticas que no debería tratar ,no sabe responder a las preguntas que se le hacen y no se toma la molestia de averiguarlo para la siguiente clase. s..."
9514,4,Pros: La clase es chevere y uno entiende conceptos de perspectiva interesantes
9515,4.4,"Es un excelente profesor. Él se esfuerza porque todos entiendan y aprendan. En los parciales es muy justo, son acordes a lo que se ve en clase. Muy recomendado"
9516,5,Juan Camilo es demasiado querido y sabe mucho sobre el tema. Ayuda a los estudiantes que no entienden y da bastantes bonos
9517,4.5,Luis es un gran apoyo dentro de la Facultad
9518,5,"Fue el mejor profesor que he tenido en la vida. Lástima que ya no esté. Explicaba de tal manera que todo se veía con sentido, lógica y por ende, fácil."
9519,4.5,"Este semestre tuve a Martha como profesora de la clase y realmente es muy querida. Tenia mucho miedo de lo que las personas decían pero la vieja es todo lo contrario. Y de verdad no soy de los ñoños de la clase ni mucho menos así que si les recomiendo meter con ella, a comparación de Carlos Dávila hay mucha menos carga académica. Los parciales no s..."
9520,2,A Everaldo le importa 5 la materia y estar pendiente. La clase fue blended y aun asi no iba nunca. Delega a su asistente que es de las personas mas prepotentes y groseras que he conocido. Muy mala clase y no aprendi nada.
9521,5,Daniel es un amor con sus estudiantes :3
9522,4.5,"Es una profesora muy dedicada, conoce a la perfección el curso, y es muy amable. El único problema de sus clases es que la gente no le pone atención y se molesta con frecuencia. Explica muy bien y los quizes son fáciles."
9523,1.8,"Fue una clase más o menos buena, ganando el menos. Daniel es una persona que se la monta a un estudiante si no le va bien, si se hace atrás, si no le responde una vez. Dice las notas en voz alta y no entiende que muchos pueden sentirse humillados. "
9524,3.3,"Es un buen profesor que incentiva el autodidactismo y la práctica activa por encima de todas las cosas. Sin embargo suele ser muy temperamental y exigente, si a usted no le gusta participar activamente en clase, preaparar las clases o el autodidactismo definitivamente no es lo suyo no meta con él."
9525,4,"Las explicaciones son claras y los quices semanales son acorde a los talleres que deja. Si se hacen estos constantemente es muy fácil seguirle el ritmo a la clase. Las presentaciones son organizadas. Sin embargo, no es tan organizado en el tablero."
9526,3.8,"Italo definitivamente no es buen profesor, pero el cariño y empatía que tiene con todos y a energía que le mete a la clase, hace que a uno le termine gustando. Los parciales son muy fáciles, repite parciales de otros semestres, en clase dice muchas veces que saldrá en los parciales. Se enreda un poco explicando pero en general se entiende lo que hace."
9527,4,"Es muy buen profesor, es facil de entender ya que explica muy bien."
9528,5,Gracias a este señor pasé Lineal. Si le pones atención o vas al pentágono te puede ayudar mucho.
9529,2,Pros: parciales fáciles
9530,5,"Jose es un excelente profesor, la verdad admiro la paciencia que tiene para manejar tanta gente dentro del taller. Es de los profesores de los cuales uno nunca deberia perder el contacto, siempre hay algo nuevo que aprender de el, y si tiene alguna idea el le puede ayudar a culminarla mediante la experiencia que tiene con procesos industriales."
9531,4,"Wills explica bastante bien y hace que uno se interese bastante la ingeniería civil. Sin embargo, con los reclamos es un poco injusto y sus parciales son para que uno le vaya regular en una materia fácil. Ejemplo, el final de la materia fue en su totalidad de unas gráficas que nunca hizo pero que si tu por tu cuenta entendías en particular ese tema..."
9532,5,"Maddalena es una profesora muy amable y comprensiva. Yo recomiendo dar la clase con ella porque explica muy bien los temas. Para mucha gente le parece que su clase suele ser monótona, pero ella intenta hacer actividades para que los estudiantes aprendan vocabulario."
9533,4,Es buena peofesora pero falta un poco de exigenci
9534,3,Pros: Los parciales son iguales a los largos pre parciales que deja
9535,2,"Manuela es una profesora que al principio del semestre resulta siendo buena, porque debido a que no tiene que entregar talleres, parciales o quices y los temas son relativamente fáciles y cortos, la clase le rinde; pero cuando tiene que entregar cosas se demora fácilmente 20 minutos de la clase y no termina explicando nada. Es una profesora dura ca..."
9536,3.8,"Es muy buena profesora, explica muy bien y todo acorde a lo visto."
9537,4.5,"Para mi Oscar tiene sus partes muy buenas y otras que no tanto. Empezando por lo bueno me parece que Oscar es demasiado querido, muy muy buena gente y puede preguntarle las veces que quiera algo, el le va a explicar las veces que sean necesarias hasta que entienda. Es un gran profesor y realmente se esfuerza por que la gente entienda, además las di..."
9538,4,"La verdad es que Jose Dario fue el segundo mejor profesor de matemáticas que he tenido, pues realmente los que se tienen en la universidad son realmente malos. Es una persona que se nota que le apasiona lo que esta haciendo pero debido a esto, se dispersa mucho en sus explicaciones en clase y en menos de 2 minutos ya lleno los tableros e hizo que l..."
9539,4.5,"Si quiere aprender mucho sobre Constitución, con un profesor que demuestra cuánto ama su clase, métala con Esteban. Ahora, si no le importa un carajo la Constitución, pero igual quiere sacar 5, métala con Esteban también."
9540,1,"Se nota que sabe mucho acerca de las materias que imparte, pero es pésimo profesor. No tiene la mas mínima habilidad para enseñar, o para comunicar lo que sabe, no es dado a responder las dudas de los estudiantes. Se la pasa en las clases diciendo que si uno no quiere ir a sus clases puede no ir para luego hacer quices sorpresa cuando la gente se va."
9541,1,Grosero y arrogante! Sabe mucho y tiene meritos pero hacerle una pregunta o un reclamo es imposible.
9542,4.6,"Es muy buena persona y esta realmente preparada. Se nota que conoce mucho los temas y que en verdad le apasionan, cosa que transmite fácilmente durante esta clase (Teniendo en cuenta que da mas clases y no ocurre lo mismo debido a la temática) . Lo suyo es arquitectura moderna y sabe enseñarla muy bien."
9543,2.5,"Aunque demuestra un gran dominio del tema, lo que se aprende en su clase es mínimo. Por otro lado, las cátedras de algunos de los otros profesores sí son buenas pero da igual puesto que hace los exámenes con preguntas rebuscadas en el texto guía. En consecuencia, la clase no tendrá mayor valor para el estudiante. Sin embargo, la asistencia a clase ..."
9544,5,Alexander es un excelente profesor. Responde absolutamente todas las dudas por bobas que sean y siempre procura que toda su clase este entendiendo el tema. Siempre esta dispuesto a atender a los estudiantes en su horario de atención. Su disposición para ayudar al estudiante es todo el tiempo la mejor.
9545,5,"Muy bueno. Esta medio chiflis pero eso hace la clase interesante y dinámica. Su explicaron es clara y es una muy buena persona, hasta se aprende los nombres de los estudiantes."
9546,5,"Excelente profesora, explica muy bien, es bastante paciente. Se nota que sabe mucho del tema, repite cuantas veces sea necesario para que los estudiantes entienda. Adicionalmente, sus parciales son similares a las tareas que manda o a los ejercicios que desarrolla en clase."
9547,5,"Muy buena profesora y muy atenta con su curso. Se logra una gran conexión con ella y si le pone empeño y ganas puede aprender muchas cosas para la vida profesional y personal. Algunos diran que el coaching es relleno, pero en realidad es un diferenciador clave para venderse en el mercado laboral y ser más efectivo al proponer cosas."
9548,5,"Excelente profesor! Tiene dinámicas poco convencionales pero muy interesantes. Además, ejemplos eficaces"
9549,2.5,"Malo, montador y la clase parece un CBU"
9550,4.1,"Es un profesor sumamente cordial y amble con todos sus estudiantes, incluso con los que no participen mucho. Se asegura que absolutamente todos entiendan antes de pasar con el tema. Algunas veces toca que estudie más de lo necesario para sentirse bien en los parciales. Aparte de eso hace bonos, y os quices y talleres que deja no son complejos."
9551,4,"Frente a los otros profesores de ecología, considero que es una muy buena profesora."
9552,3.1,Puede llegar a ser desorganizado en el tablero.
9553,2.6,"Alexander es muy buena persona y toma en cuenta los consejos que le des para mejorar sus clases. Sin embargo, no es el mejor explicando y sus parciales son mucho más difíciles de lo que se ve en clase."
9554,5,"Una excelente profesora, se aprende mucho con ella y además hace muy amena la clase. Es comprensiva, amigable y enseña muy bien."
9555,2,"El método de enseñanza es pésimo. El man pretende que nos leamos todo el libro de matemáticas e ir a la clase solo a resolver dudas sobre los ejercicios del libro. Sin embargo, creo que es sumamente importante que los profesores también enseñen la teoría para poder hacer los ejercicios. Julian no le da la confianza a los estudiantes para hacer preg..."
9556,4.5,Sabe mucho del tema y explica muy bien los diferentes temas de la clase.
9557,2.8,nunca me gustaron sus clases. lo siento.
9558,1,"De los peores profesores con los que he tomado clase en mi vida. Jamas meta algo con Roberto, ademas que no explica absolutamente nada, trata muy mal a los estudiantes cuando preguntan algo. En términos generales pésimo profesor y como persona deja mucho que desear. Realmente es perder los dos millones y medio que paga por esa clase. Nada recomenda..."
9559,4.4,"Explica bien, aunque a veces no se enfoca en la información importante."
9560,3.5,"Profesor poco comprometido con la materia, es impuntual, a veces se olvidaba de poner las tareas y aunque protega la justicia, es un poco injusto ya que realmente en mis actividades no me esforzaba y me ponia 4.5 o 5."
9561,4.5,Excelente profesor que invita al estudiante a pensar por sí mismo y a criticar las instituciones.
9562,4,"Carolina Álzate domina el curso de Literatura latinoamericana 2 (modernismo). Eso quiere decir que planea las sesiones, cada comentario suyo tiene una razón de ser, las lecturas están muy bien seleccionadas. No obstante no se aprenden contenidos estructurales de manera completa y relacionada sobre el tema del curso, una lastima. Cada aporte suyo ti..."
9563,3.5,Pros: Se toma el tiempo que sea para que los estudiantes entiendan. también relaciona mucho la materia con la vida real en Colombia y lo que esta pasando en la actualidad
9564,2.5,"Es grosero, montador y definitivamente no el mejor profesor para la materia, pero es solo los jueves, todas las lecturas son interesntes y si se alcanza a tener unos buenos debates en clase. Si uno no hace NB la nota ya esta mala."
9565,2,"La clase literalmente la da el monitor. Siempre tiene buenos monitores, pero ella al intervenir el clase dice cosas inservibles. Es bastante grosera al decir las cosas. Hace sentir mal a un estudiante cuando hace algo mal. (1 parcial oral, 1 escrito, talleres y al final hace un tribunal final)."
9566,5,"Disfrute esta clase, es un gran profesor que hace que sea entretenida"
9567,4.5,"Excelente profesora, domina muy bien los temas y resuelve muy bien las dudas que puedan surgir, sus ejercicios y tareas son similares a los del parcial."
9568,3,Pros: Sabe mucho del tema
9569,4.1,"Miguel es un profesor bastante claro en sus explicaciones, tiene muchísimo conocimiento y unas posiciones criticas respecto a la configuración de muchos tipos penales abordados durante las clases. Hace la clase muy amena e inclusive divertida, tiene mucha paciencia y procura nivelar a los que llegan con menos conocimiento de penal general. Basa la ..."
9570,5,"Zeljka es muy buena profesora, se preocupa por que sus estudiantes aprendan. Al inicio de la clase siempre da un espacio para resolver dudas y envía un taller para estudiar antes de cada parcial. Los parciales son difíciles si uno no estudió pero en caso contrario son muy realizables."
9571,2.6,"El profesor no demuestra tanto interés frente a la clase, en si ... toca cumplir con el Brief entregado desde el principio y arreglárselas como sea para satisfacer lo que esta buscando el profesor. La clase es un desorden, y al ser compartida con los de Ingeniería Industrial ... los diseñadores tienen que hacer la mayoría de trabajo mientras los de..."
